Concept	Form	Year	Register	Author	AuthorGender	Source	Text	sentiment	confidence	Sentiment_Neutral	Sentiment_Positive	Gender	ConceptPair
son	儿子	1991	NEWS	窦合义	M	XIN	在儿子、儿媳的精心照顾下,叶苍松从没长过褥疮,他的住房也井井有条。	Positive	0.998466908931732	No	Yes	Male	Child
boy	男孩	1991	NEWS	杨金洲	M	XIN	8月26日清晨,台北石门村附近海面上发现四男一女五具童尸,其中最大的男孩不足8岁,最小的尚裹着尿片。	Negative	0.984740555286408	No	No	Male	Not_Adult
mother	母亲	1991	NEWS	杨金洲	M	XIN	据当地警方调查证实,这五个小孩是被他们的母亲抛入大海溺死的。	Negative	0.994471549987793	No	No	Female	Parent
husband	丈夫	1991	NEWS	杨金洲	M	XIN	吕美凤的丈夫周朝复是个职业神汉,靠摆摊占卜算命维持生计。	Positive	0.96216082572937	No	Yes	Male	Spouse
son	儿子	1991	NEWS	杨金洲	M	XIN	他自称是“太阳星君下凡”,大儿子是“恶魔转世”,其他四个子女则都是“天界神明转世”。	Negative	0.929427266120911	No	No	Male	Child
wife	妻子	1991	NEWS	杨金洲	M	XIN	他说妻子因为不能“区别神魔”,因此把五个子女都视为恶魔转世而将他们溺杀了。	Negative	0.991357564926148	No	No	Female	Spouse
wife	妻子	1991	NEWS	郭玲春	F	XIN	当表明我国人民誓死御敌的决心后,敌后根据地的开创者又以大段笔墨描述强被征调的日本士兵及困守荒园的百姓之苦楚:“父母痛而流涕,妻子悲而哀嚎,牵衣走送,且行且啜,虽属生离,实同死诀”,而“军威重于山岳,士命贱于蚊虻”。	Negative	0.977929830551148	No	No	Female	Spouse
boy	男孩	1991	NEWS	章武	M	XIN	江西省南丰县对无男孩、夫妻一方做了结扎手术的“纯女户”,实行养老保险,并为他们开荒地办果园,送一份永继利用的家业,增一道“绿色保险”屏障,以减轻他们的后顾之忧。	Neutral	0.797302544116974	Yes	NA	Male	Not_Adult
daughter	女儿	1991	NEWS	杨国强	M	XIN	他指出,人权是一个十分广泛的概念,它包括政治权利、生存权利、发展权利、民族和种族的平等权利,妇女儿童的权益,残疾人的权利等等。	Neutral	0.630420088768005	Yes	NA	Female	Child
brother	兄弟	1991	NEWS	季进成	M	XIN	”一位姓杨的职工高兴地说:“他结婚后,一直和父母、兄弟挤住在一起。	Positive	0.524885773658752	No	Yes	Male	Sibling
father	父亲	1991	NEWS	万红强	M	XIN	抗日英雄张自忠的女儿张廉云昨天也到会,因为柯俊雄在台湾拍摄的反映张自忠将军英勇抗日的故事片《英烈千秋》中扮演了她父亲。	Neutral	0.905906498432159	Yes	NA	Male	Parent
daughter	女儿	1991	NEWS	万红强	M	XIN	抗日英雄张自忠的女儿张廉云昨天也到会,因为柯俊雄在台湾拍摄的反映张自忠将军英勇抗日的故事片《英烈千秋》中扮演了她父亲。	Neutral	0.741412878036499	Yes	NA	Female	Child
father	父亲	1991	NEWS	宋斌	M	XIN	他父亲生病,医疗队赶来免费治疗。	Negative	0.935511291027069	No	No	Male	Parent
brother	兄弟	1991	NEWS	林文堂	M	XIN	矿务局把帮助这里的少数民族兄弟摆脱贫困作为己任,他们出资30万元架起一条20华里长的高压输电线路,扶持巴彦嵯岗苏木在发展牧业的基础上发展工业和农业。	Positive	0.974616169929504	No	Yes	Male	Sibling
wife	妻子	1991	NEWS	吴祖政	M	XIN	伦敦动物园的雄性大熊猫佳佳现年19岁,系我国1974年赠送给英国的一对“大熊猫夫妻”中的一只,遗憾的是它的“妻子”――大熊猫晶晶尚未生儿育女就于1985年6月病死。	Negative	0.993764519691467	No	No	Female	Spouse
brother	兄弟	1991	NEWS	骆国骏	M	XIN	江西选手参加这次大赛,旨在和兄弟民族的同胞交流感情、切磋技艺、增进友谊。	Positive	0.519852876663208	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	张栋	M	XIN	同时,要利用这次机会,认真向其他省、自治区和兄弟民族学习。	Positive	0.984505355358124	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	陆汉魁	M	XIN	如今,第四届全国少数民族传统体育运动会会歌《爱我中华》,传遍了祖国的大地:“五十六个星座,五十六枝花,五十六族兄弟姐妹是一家。	Positive	0.991105020046234	No	Yes	Male	Sibling
mother	母亲	1991	NEWS	蔡锡梅	F	XIN	新加坡社会发展部高级政务部长庄日昆18日晚在观看了首场演出后,第三天晚上又陪着母亲观看了梨园戏传统剧目《陈三五娘》,演出休息时,他对本社记者说:“福建梨园剧团的演出使福建戏在新加坡的地位提高了一大截。	Positive	0.820264101028442	No	Yes	Female	Parent
son	儿子	1991	NEWS	李勇	M	XIN	征文大多集中在建党70周年“献礼片”和青少年题材影片上,如《焦裕禄》、《毛泽东和他的儿子》、《我的九月》、《开天辟地》等优秀影片。	Neutral	0.798891305923462	Yes	NA	Male	Child
brother	兄弟	1991	NEWS	林勇	M	XIN	陕西省的做法独树一帜,在这次会上引起国务院有关部门和兄弟省份的浓厚兴趣。	Positive	0.987581968307495	No	Yes	Male	Sibling
father	父亲	1991	NEWS	王彪	M	XIN	朱载(育加土旁)是明太祖朱元璋第九代世孙,嘉靖29年,在父亲郑恭王被陷害入狱后,他专心攻读音律、历算,并首创十二平均律,完成了《律学新说》,《嘉星算经》等20多部著作,是我国历史上一位著名的音乐家、算学家、天文历法家。	Positive	0.944697082042694	No	Yes	Male	Parent
wife	妻子	1991	NEWS	罗苹	F	XIN	十年前妻子与他离婚后,他就没有了家。	Negative	0.969274759292602	No	No	Female	Spouse
brother	兄弟	1991	NEWS	邓国添	M	XIN	他说,我们热切希望通过第四届全国少数民族传统体育运动会,进一步加深我们与兄弟民族以及海外朋友的友谊、合作与交流。	Positive	0.973142743110657	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	陆汉魁	M	XIN	军乐团欣然接受了这个临时更动的曲目,连夜加班训练,终于满足了新疆兄弟民族的愿望。	Positive	0.810688376426697	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	詹得雄	M	XIN	他说,中国政府和人民及时的帮助再次证明了这两个文明古国之间源远流长的兄弟情谊。	Positive	0.998981654644012	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	文萍	F	XIN	团结和友爱象无形的纽带,把各民族兄弟姐妹的感情联系在一起。	Positive	0.998743116855621	No	Yes	Male	Sibling
brother	兄弟	1991	NEWS	詹得雄	M	XIN	他们长途跋涉,越高山,穿沙漠,不但传扬了佛教教义和艺术,更重要的是传播了友谊和兄弟之情。	Positive	0.999039709568024	No	Yes	Male	Sibling
mother	母亲	1991	NEWS	施光耀	M	XIN	由于母亲对婴儿的传染,儿童艾滋病患者日增,导致经过长期努力才有所扭转的非洲儿童死亡率又重新上升,数以百万计的中、青年男女被艾滋病夺走生命,使人口结构发生变化,孤儿剧增。	Negative	0.99461019039154	No	No	Female	Parent
sister	妹妹	1991	NEWS	钟兴浩	M	XIN	他的妹妹朱烨夺得了女子自由滑的金牌。	Positive	0.980052471160889	No	Yes	Female	Sibling
woman	女人	1991	NEWS	赵兰英	F	XIN	上海今天以一出他的喜歌剧《女人心》,揭开纪念演出序幕。	Positive	0.778756737709045	No	Yes	Female	Adult
brother	弟弟	1991	NEWS	张才龙	M	XIN	他的弟弟章日荣从事教学兼科研工作,还被评为全国劳动模范。	Positive	0.926772177219391	No	Yes	Male	Sibling
daughter	女儿	1991	NEWS	张才龙	M	XIN	布和朝鲁夫妇从教30多年,在其影响下,儿子、儿媳和女儿都先后走上人民教师的光荣岗位。	Positive	0.998719334602356	No	Yes	Female	Child
son	儿子	1991	NEWS	张才龙	M	XIN	布和朝鲁夫妇从教30多年,在其影响下,儿子、儿媳和女儿都先后走上人民教师的光荣岗位。	Positive	0.996500372886658	No	Yes	Male	Child
brother	弟弟	1991	NEWS	杨立民	M	XIN	拉易出生于1965年5月15日,是著名球星苏格拉底的弟弟,1987年加盟圣保罗队。	Positive	0.740119457244873	No	Yes	Male	Sibling
brother	哥哥	1991	NEWS	杨立民	M	XIN	在本月15日结束的圣保罗州锦标赛中,他共踢进20个球,超过他哥哥进15个球的纪录。	Negative	0.520391464233398	No	No	Male	Sibling
mother-in-law	婆婆	1991	NEWS	施勇峰	M	XIN	原武汉市建材局被长江动力公司接收承包后,其职能发生了根本转变,由从行政上管企业的“婆婆”变成了同企业捆在一起的利益共同体,由行业管理者变成了直接的生产经营者。	Negative	0.394200086593628	No	No	Female	Parent_In_Law
father	父亲	1992	NEWS	黄凤珍	F	XIN	田中先生的女儿田中真纪子回忆当年她父亲任首相时克服重重困难和阻力,毅然同中国恢复邦交、签订联合声明的情形。	Positive	0.701398253440857	No	Yes	Male	Parent
daughter	女儿	1992	NEWS	黄凤珍	F	XIN	田中先生的女儿田中真纪子回忆当年她父亲任首相时克服重重困难和阻力,毅然同中国恢复邦交、签订联合声明的情形。	Positive	0.774882614612579	No	Yes	Female	Child
father	父亲	1992	NEWS	黄凤珍	F	XIN	田中真纪子还说,她父亲现在仍经常看报、看电视,关心中国的形势,关心日中两国关系的发展,他为中国四个现代化建设所取得的成就感到高兴。	Positive	0.957311987876892	No	Yes	Male	Parent
wife	妻子	1992	NEWS	蔡锡梅	F	XIN	今年37岁的林辉亮是新加坡建屋发展局绘图员,妻子蔡秀琴与他在一起工作。	Positive	0.749817788600922	No	Yes	Female	Spouse
daughter	女儿	1992	NEWS	蔡锡梅	F	XIN	他们有一个4岁的女儿。	Neutral	0.729631960391998	Yes	NA	Female	Child
daughter	女儿	1992	NEWS	蔡锡梅	F	XIN	杨主席同他们握手问好,还俯身与他们的女儿林罗茜拉拉手。	Positive	0.53230494260788	No	Yes	Female	Child
brother	兄弟	1992	NEWS	白国良	M	XIN	由英国皮尔金顿兄弟股份有限公司与上海耀华玻璃总厂等于一九八七年十二月投产的这家公司,是中国最大的浮法玻璃生产企业,总投资四点三亿多元人民币,一九八九年和一九九零年曾连续两年被评为中国“十大最佳”中外合资企业之一。	Neutral	0.784073352813721	Yes	NA	Male	Sibling
husband	丈夫	1992	NEWS	徐江善	M	XIN	金州区妇女董小民是独女户,丈夫有残疾,按政策允许再生一个孩子,自从进了人口与计划生育讲习学校,她的头脑开了窍,尤其看到村里的老人们一个个老有所养,晚年幸福,她改变了主意,主动献出二胎生育指标,她说:“我过去传宗接代的想法太可笑,时代不同了,男女都一样,有社会主义在,就不怕没人养老。	Negative	0.764640092849731	No	No	Male	Spouse
brother	兄弟	1992	NEWS	白国良	M	XIN	据悉,自去年十一月三十日签订承销协议后,境外投资者纷纷向上海申银、海通、万国证券公司和瑞士银行国际金融亚洲有限公司、所罗门兄弟国际有限公司、新鸿基投资股务有限公司预购B种股票,有的还签订了认购意向书。	Neutral	0.789567828178406	Yes	NA	Male	Sibling
daughter	女儿	1992	NEWS	李健雄	M	XIN	金永健说,中国政府在开展社会治安综合治理中,坚决打击各种侵犯妇女权益的犯罪行为,制定了《关于严禁卖淫嫖娼的决定》和《关于严惩拐卖、绑架妇女儿童犯罪分子的决定》,还分别在1991年5月和1992年1月实施的《残疾人保障法》和《未成年人保护法》中列有保护女性的条文。	Negative	0.925904512405396	No	No	Female	Child
mother	母亲	1992	NEWS	符泉生	M	XIN	大家在讨论中表示,祖国培养了我们,对我们寄于殷切的期望,我们已把本领学到手,现在到了报效生我养我的伟大母亲的时候了。	Positive	0.998701572418213	No	Yes	Female	Parent
boy	男孩	1992	NEWS	许基仁	M	XIN	找个公证人、摆一副军棋,布阵用兵直踏对方旗营,这是男孩们课余时间的一大乐趣。	Positive	0.99573141336441	No	Yes	Male	Not_Adult
daughter	女儿	1992	NEWS	詹得雄	M	XIN	他指着在座的他的女儿说:“周恩来总理来访时,她也象你们这么大,会喊‘印地秦尼,巴依,巴依’(印中人民是兄弟)的口号。	Neutral	0.573257446289062	Yes	NA	Female	Child
brother	兄弟	1992	NEWS	詹得雄	M	XIN	他指着在座的他的女儿说:“周恩来总理来访时,她也象你们这么大,会喊‘印地秦尼,巴依,巴依’(印中人民是兄弟)的口号。	Neutral	0.860746324062347	Yes	NA	Male	Sibling
daughter	女儿	1992	NEWS	詹得雄	M	XIN	”然后他指着外孙女说:“现在她的女儿已经同你们差不多大了。	Positive	0.817412614822388	No	Yes	Female	Child
husband	丈夫	1992	NEWS	周东耀	M	XIN	中国知名京剧演员孙萍及其丈夫叶金森今晚在布达佩斯的工业大学剧场演出,受到观众的热烈欢迎。	Positive	0.816839933395386	No	Yes	Male	Spouse
wife	妻子	1992	NEWS	方政军	M	XIN	他在浑身烧伤、双目近乎失明的情况下,以顽强的毅力挣扎着同妻子一起抢出第二个石油液化气罐,从而避免了一场毁灭性的灾难。	Positive	0.719918191432953	No	Yes	Female	Spouse
daughter	女儿	1992	NEWS	赵兰英	F	XIN	可他还不时对女儿说:“我很想念老房子。	Positive	0.504813730716705	No	Yes	Female	Child
daughter	女儿	1992	NEWS	赵兰英	F	XIN	他又问女儿:“阿姨的年礼给了吗?”阿姨就是他家的老保姆,他每次出差带回的第一份礼品,总是给阿姨的。	Neutral	0.939878046512604	Yes	NA	Female	Child
mother-in-law	岳母	1992	NEWS	王健民	M	XIN	在第十四届世界杯足球赛期间,助理研究员宋关林为了看好球,把爱人和孩子送到岳母家去住。	Positive	0.957716286182404	No	Yes	Female	Parent_In_Law
mother	妈妈	1992	NEWS	王健民	M	XIN	37岁的孩子妈妈黄莉莉看球最洒脱,因为她爱人也是个球迷,既无争看不同电视节目的苦恼,又无不同兴趣的矛盾,俩人同看同评论。	Positive	0.961849927902222	No	Yes	Female	Parent
son	儿子	1992	NEWS	杜奎昌	M	XIN	云南玉溪地区花灯剧团演出的《情与爱》,紧紧围绕着共产党员、秀麓村村长如何处理秀兰姑娘为了报答他20年前一次大地震时的抢救之恩、现在热心扶持而得以脱贫致富的感激之情,要不要同自己因那次大地震致残的儿子恋爱、结婚的重重矛盾,揭示了这位农村基层共产党员的宽阔胸襟和高贵品质。	Neutral	0.809653282165527	Yes	NA	Male	Child
mother-in-law	岳母	1992	NEWS	王健民	M	XIN	在第十四届世界杯足球赛期间,助理研究员宋关林为了看好球,把爱人和孩子送到岳母家去住。	Positive	0.957716286182404	No	Yes	Female	Parent_In_Law
mother	妈妈	1992	NEWS	王健民	M	XIN	37岁的孩子妈妈黄莉莉看球最洒脱,因为她爱人也是个球迷,既无争看不同电视节目的苦恼,又无不同兴趣的矛盾,俩人同看同评论。	Positive	0.961849927902222	No	Yes	Female	Parent
woman	女人	1992	NEWS	施光耀	M	XIN	过去20年里,农村贫困妇女人数翻了一番,目前已达5・5亿元多,占第三世界农村贫困人口的百分之六十以上。	Positive	0.892378330230713	No	Yes	Female	Adult
brother	兄弟	1992	NEWS	孙承斌	M	XIN	全国政协副主席、民盟中央副主席钱伟长在讲话中代表中国各民主党派向台湾同胞致以亲切的问候,对当年数以万计的起义先烈和被无辜屠杀的兄弟姐妹表示沉痛哀悼。	Positive	0.981680154800415	No	Yes	Male	Sibling
father	父亲	1992	NEWS	杨成明	M	XIN	1日下午3时半左右,一些塞尔维亚族人在萨拉热窝老城一座东正教堂参加婚礼时遭到枪击,新郎父亲当场被打死。	Negative	0.987976491451263	No	No	Male	Parent
husband	丈夫	1992	NEWS	张加祥	M	XIN	玉玲和她的丈夫邓雄都满怀信心地表示,一定要尽自己的努力,使访问演出取得圆满成功,促进越中友谊的发展。	Positive	0.881083369255066	No	Yes	Male	Spouse
brother	兄弟	1992	NEWS	严文斌	M	XIN	他说,去年大陆部分地区发生了严重的洪涝灾害,台港澳同胞兄弟姐妹给予了无私的帮助,特别是台港澳妇女界为内地的抗洪救灾作出了重要贡献。	Positive	0.998355329036713	No	Yes	Male	Sibling
sister	姐姐	1992	NEWS	李忠诚	M	XIN	中国少年报社的“知心姐姐”目前已成为全国少年儿童的贴心人。	Positive	0.999012112617493	No	Yes	Female	Sibling
sister	姐姐	1992	NEWS	李忠诚	M	XIN	孩子们都清楚地记得:只要在每天中午12点到两点拨通北京电话4016161,就能和“知心姐姐”谈心。	Positive	0.99829488992691	No	Yes	Female	Sibling
sister	姐姐	1992	NEWS	李忠诚	M	XIN	在电话里,他们向“知心姐姐”诉说自己的痛苦和欢乐,其中反映学习问题的最多,还有人际关系、男女生团结、中学生早恋、个人痛苦与隐私以及少年儿童利益受侵害问题,等等。	Positive	0.991099655628204	No	Yes	Female	Sibling
